Date,Market,Crop,Price,Rainfall,Temperature
2024-06-07,Nizamabad,Wheat,4712.99,13.79,31.32
2024-06-08,Nizamabad,Wheat,4701.35,1.83,20.31
2024-06-09,Nizamabad,Wheat,4722.07,17.43,21.04
2024-06-10,Nizamabad,Wheat,4715.89,0.12,38.99
2024-06-11,Nizamabad,Wheat,4705.27,15.37,28.06
2024-06-12,Nizamabad,Wheat,4687.52,9.52,22.95
2024-06-13,Nizamabad,Wheat,4695.44,5.01,30.92
2024-06-14,Nizamabad,Wheat,4695.97,4.26,20.91
2024-06-15,Nizamabad,Wheat,4724.45,1.65,30.68
2024-06-16,Nizamabad,Wheat,4671.65,16.34,12.82
2024-06-17,Nizamabad,Wheat,4671.37,9.01,26.65
2024-06-18,Nizamabad,Wheat,4669.85,2.46,32.85
2024-06-19,Nizamabad,Wheat,4652.75,1.38,36.02
2024-06-20,Nizamabad,Wheat,4629.85,4.79,37.56
2024-06-21,Nizamabad,Wheat,4625.18,19.51,23.99
2024-06-22,Nizamabad,Wheat,4629.36,13.32,32.28
2024-06-23,Nizamabad,Wheat,4656.47,9.21,15.41
2024-06-24,Nizamabad,Wheat,4670.46,1.62,31.22
2024-06-25,Nizamabad,Wheat,4664.68,2.5,29.53
2024-06-26,Nizamabad,Wheat,4635.68,10.04,19.12
2024-06-27,Nizamabad,Wheat,4640.29,9.7,32.6
2024-06-28,Nizamabad,Wheat,4637.07,9.69,21.03
2024-06-29,Nizamabad,Wheat,4662.58,13.6,26.01
2024-06-30,Nizamabad,Wheat,4633.12,2.74,20.37
2024-07-01,Nizamabad,Wheat,4616.28,1.0,21.03
2024-07-02,Nizamabad,Wheat,4621.09,14.23,18.48
2024-07-03,Nizamabad,Wheat,4625.32,12.84,24.91
2024-07-04,Nizamabad,Wheat,4606.28,15.75,13.42
2024-07-05,Nizamabad,Wheat,4609.56,18.38,19.88
2024-07-06,Nizamabad,Wheat,4587.34,4.05,29.9
2024-07-07,Nizamabad,Wheat,4603.72,11.65,29.21
2024-07-08,Nizamabad,Wheat,4591.76,16.49,27.44
2024-07-09,Nizamabad,Wheat,4592.89,13.56,28.07
2024-07-10,Nizamabad,Wheat,4563.82,16.54,26.54
2024-07-11,Nizamabad,Wheat,4607.3,14.2,31.03
2024-07-12,Nizamabad,Wheat,4624.69,9.94,26.2
2024-07-13,Nizamabad,Wheat,4665.16,8.75,34.4
2024-07-14,Nizamabad,Wheat,4648.77,2.4,29.23
2024-07-15,Nizamabad,Wheat,4632.14,9.37,32.19
2024-07-16,Nizamabad,Wheat,4616.35,15.23,30.23
2024-07-17,Nizamabad,Wheat,4640.94,15.18,15.65
2024-07-18,Nizamabad,Wheat,4627.61,13.06,27.09
2024-07-19,Nizamabad,Wheat,4609.94,15.38,20.26
2024-07-20,Nizamabad,Wheat,4611.86,9.4,18.84
2024-07-21,Nizamabad,Wheat,4637.15,19.15,30.08
2024-07-22,Nizamabad,Wheat,4609.53,18.73,27.14
2024-07-23,Nizamabad,Wheat,4616.95,15.83,20.55
2024-07-24,Nizamabad,Wheat,4613.19,8.9,26.36
2024-07-25,Nizamabad,Wheat,4602.78,1.53,38.34
2024-07-26,Nizamabad,Wheat,4627.85,7.6,33.66
2024-07-27,Nizamabad,Wheat,4611.08,15.71,22.04
2024-07-28,Nizamabad,Wheat,4600.99,1.34,21.09
2024-07-29,Nizamabad,Wheat,4555.93,8.12,29.76
2024-07-30,Nizamabad,Wheat,4527.77,3.0,30.89
2024-07-31,Nizamabad,Wheat,4551.93,15.89,14.39
2024-08-01,Nizamabad,Wheat,4489.08,2.32,36.22
2024-08-02,Nizamabad,Wheat,4483.81,18.59,30.32
2024-08-03,Nizamabad,Wheat,4480.41,16.32,31.63
2024-08-04,Nizamabad,Wheat,4473.76,8.65,19.99
2024-08-05,Nizamabad,Wheat,4464.83,17.36,13.05
2024-08-06,Nizamabad,Wheat,4473.41,1.1,35.68
2024-08-07,Nizamabad,Wheat,4452.67,6.41,34.46
2024-08-08,Nizamabad,Wheat,4471.04,14.43,25.76
2024-08-09,Nizamabad,Wheat,4430.1,16.79,14.59
2024-08-10,Nizamabad,Wheat,4434.06,5.32,26.58
2024-08-11,Nizamabad,Wheat,4410.12,18.01,26.21
2024-08-12,Nizamabad,Wheat,4392.43,1.37,38.98
2024-08-13,Nizamabad,Wheat,4359.8,16.87,20.74
2024-08-14,Nizamabad,Wheat,4365.64,17.87,31.04
2024-08-15,Nizamabad,Wheat,4363.85,0.85,29.52
2024-08-16,Nizamabad,Wheat,4395.21,17.57,23.96
2024-08-17,Nizamabad,Wheat,4395.22,3.53,29.74
2024-08-18,Nizamabad,Wheat,4352.54,16.05,15.49
2024-08-19,Nizamabad,Wheat,4355.0,14.21,22.0
2024-08-20,Nizamabad,Wheat,4333.49,10.25,22.06
2024-08-21,Nizamabad,Wheat,4343.14,8.25,28.92
2024-08-22,Nizamabad,Wheat,4329.22,15.84,22.31
2024-08-23,Nizamabad,Wheat,4331.05,8.07,21.37
2024-08-24,Nizamabad,Wheat,4334.01,17.43,30.44
2024-08-25,Nizamabad,Wheat,4347.26,2.15,21.08
2024-08-26,Nizamabad,Wheat,4364.96,5.35,29.49
2024-08-27,Nizamabad,Wheat,4358.73,4.57,25.32
2024-08-28,Nizamabad,Wheat,4334.12,2.96,20.32
2024-08-29,Nizamabad,Wheat,4333.84,9.43,30.29
2024-08-30,Nizamabad,Wheat,4300.51,16.0,20.87
2024-08-31,Nizamabad,Wheat,4304.76,14.77,15.48
2024-09-01,Nizamabad,Wheat,4304.59,0.42,23.99
2024-09-02,Nizamabad,Wheat,4299.03,14.52,25.26
2024-09-03,Nizamabad,Wheat,4255.57,11.87,30.83
2024-09-04,Nizamabad,Wheat,4246.44,17.97,13.18
2024-09-05,Nizamabad,Wheat,4226.98,18.53,12.67
2024-09-06,Nizamabad,Wheat,4240.88,17.14,21.15
2024-09-07,Nizamabad,Wheat,4204.34,16.25,13.98
2024-09-08,Nizamabad,Wheat,4195.52,10.52,34.5
2024-09-09,Nizamabad,Wheat,4186.41,17.11,13.86
2024-09-10,Nizamabad,Wheat,4172.14,3.35,24.97
2024-09-11,Nizamabad,Wheat,4148.4,13.81,27.65
2024-09-12,Nizamabad,Wheat,4128.78,14.59,26.72
2024-09-13,Nizamabad,Wheat,4112.96,19.25,19.79
2024-09-14,Nizamabad,Wheat,4087.92,16.58,22.78
2024-09-15,Nizamabad,Wheat,4055.1,1.76,30.13
2024-09-16,Nizamabad,Wheat,4034.33,8.35,33.61
2024-09-17,Nizamabad,Wheat,4040.57,16.48,19.83
2024-09-18,Nizamabad,Wheat,4043.39,10.55,14.92
2024-09-19,Nizamabad,Wheat,4024.39,6.75,23.14
2024-09-20,Nizamabad,Wheat,4025.99,14.03,23.85
2024-09-21,Nizamabad,Wheat,4021.09,13.69,23.02
2024-09-22,Nizamabad,Wheat,4015.01,15.31,22.48
2024-09-23,Nizamabad,Wheat,4019.63,17.03,26.96
2024-09-24,Nizamabad,Wheat,3995.13,9.08,26.23
2024-09-25,Nizamabad,Wheat,3973.76,14.59,19.48
2024-09-26,Nizamabad,Wheat,3960.05,11.57,18.51
2024-09-27,Nizamabad,Wheat,3971.44,13.7,32.72
2024-09-28,Nizamabad,Wheat,3992.58,19.23,30.32
2024-09-29,Nizamabad,Wheat,3987.49,6.83,35.54
2024-09-30,Nizamabad,Wheat,3950.55,12.75,22.75
2024-10-01,Nizamabad,Wheat,3932.72,0.31,30.97
2024-10-02,Nizamabad,Wheat,3958.85,2.47,35.11
2024-10-03,Nizamabad,Wheat,3927.07,4.21,22.47
2024-10-04,Nizamabad,Wheat,3914.72,0.47,35.79
2024-10-05,Nizamabad,Wheat,3888.82,2.82,24.68
2024-10-06,Nizamabad,Wheat,3882.75,0.06,20.36
2024-10-07,Nizamabad,Wheat,3857.13,2.12,37.37
2024-10-08,Nizamabad,Wheat,3833.53,0.66,26.18
2024-10-09,Nizamabad,Wheat,3798.16,0.43,31.05
2024-10-10,Nizamabad,Wheat,3816.92,2.18,21.28
2024-10-11,Nizamabad,Wheat,3782.23,3.6,24.14
2024-10-12,Nizamabad,Wheat,3742.06,3.92,37.18
2024-10-13,Nizamabad,Wheat,3733.31,3.14,23.45
2024-10-14,Nizamabad,Wheat,3728.36,3.84,33.38
2024-10-15,Nizamabad,Wheat,3726.4,1.05,24.59
2024-10-16,Nizamabad,Wheat,3771.23,0.48,38.43
2024-10-17,Nizamabad,Wheat,3786.13,4.86,21.11
2024-10-18,Nizamabad,Wheat,3762.09,4.0,34.73
2024-10-19,Nizamabad,Wheat,3773.26,0.78,23.83
2024-10-20,Nizamabad,Wheat,3761.3,0.75,24.24
2024-10-21,Nizamabad,Wheat,3746.36,0.1,34.01
2024-10-22,Nizamabad,Wheat,3700.81,3.95,29.75
2024-10-23,Nizamabad,Wheat,3660.3,1.59,22.1
2024-10-24,Nizamabad,Wheat,3625.2,0.89,38.86
2024-10-25,Nizamabad,Wheat,3616.7,2.93,25.82
2024-10-26,Nizamabad,Wheat,3605.01,4.39,33.11
2024-10-27,Nizamabad,Wheat,3569.33,2.77,34.77
2024-10-28,Nizamabad,Wheat,3562.26,0.03,39.37
2024-10-29,Nizamabad,Wheat,3582.54,3.64,32.25
2024-10-30,Nizamabad,Wheat,3551.41,4.36,31.31
2024-10-31,Nizamabad,Wheat,3513.31,4.81,25.0
2024-11-01,Nizamabad,Wheat,3473.13,1.32,33.57
2024-11-02,Nizamabad,Wheat,3486.76,4.99,34.41
2024-11-03,Nizamabad,Wheat,3488.24,1.68,21.01
2024-11-04,Nizamabad,Wheat,3466.06,0.21,38.02
2024-11-05,Nizamabad,Wheat,3493.49,1.78,26.51
2024-11-06,Nizamabad,Wheat,3482.28,3.56,29.36
2024-11-07,Nizamabad,Wheat,3473.08,1.55,21.57
2024-11-08,Nizamabad,Wheat,3518.59,0.88,36.11
2024-11-09,Nizamabad,Wheat,3507.85,4.99,25.39
2024-11-10,Nizamabad,Wheat,3519.49,3.37,34.53
2024-11-11,Nizamabad,Wheat,3482.59,2.13,23.07
2024-11-12,Nizamabad,Wheat,3466.89,4.22,21.1
2024-11-13,Nizamabad,Wheat,3460.46,0.57,28.98
2024-11-14,Nizamabad,Wheat,3449.1,0.23,27.01
2024-11-15,Nizamabad,Wheat,3431.13,1.6,34.46
2024-11-16,Nizamabad,Wheat,3424.49,1.56,33.46
2024-11-17,Nizamabad,Wheat,3377.01,3.04,25.77
2024-11-18,Nizamabad,Wheat,3386.04,0.41,20.31
2024-11-19,Nizamabad,Wheat,3420.65,0.42,27.52
2024-11-20,Nizamabad,Wheat,3437.92,1.18,31.35
2024-11-21,Nizamabad,Wheat,3440.84,2.3,27.01
2024-11-22,Nizamabad,Wheat,3427.04,0.78,37.78
2024-11-23,Nizamabad,Wheat,3427.4,0.58,22.17
2024-11-24,Nizamabad,Wheat,3433.89,0.02,36.42
2024-11-25,Nizamabad,Wheat,3414.15,4.93,27.14
2024-11-26,Nizamabad,Wheat,3381.68,2.1,31.04
2024-11-27,Nizamabad,Wheat,3360.46,3.98,28.85
2024-11-28,Nizamabad,Wheat,3361.1,4.14,28.81
2024-11-29,Nizamabad,Wheat,3369.71,4.74,31.56
2024-11-30,Nizamabad,Wheat,3332.98,2.95,28.97
2024-12-01,Nizamabad,Wheat,3327.75,1.58,25.25
2024-12-02,Nizamabad,Wheat,3330.85,4.69,29.0
2024-12-03,Nizamabad,Wheat,3329.86,4.37,24.46
2024-12-04,Nizamabad,Wheat,3316.14,3.46,29.66
2024-12-05,Nizamabad,Wheat,3308.74,3.46,31.23
2024-12-06,Nizamabad,Wheat,3285.83,2.65,32.22
2024-12-07,Nizamabad,Wheat,3268.7,3.24,33.84
2024-12-08,Nizamabad,Wheat,3265.55,2.02,29.44
2024-12-09,Nizamabad,Wheat,3256.92,1.49,28.46
2024-12-10,Nizamabad,Wheat,3257.45,2.73,23.46
2024-12-11,Nizamabad,Wheat,3242.88,2.59,25.81
2024-12-12,Nizamabad,Wheat,3226.26,0.28,22.57
2024-12-13,Nizamabad,Wheat,3250.56,2.86,19.26
2024-12-14,Nizamabad,Wheat,3275.56,4.12,31.33
2024-12-15,Nizamabad,Wheat,3273.67,0.69,24.3
2024-12-16,Nizamabad,Wheat,3279.4,3.87,21.35
2024-12-17,Nizamabad,Wheat,3283.57,0.39,33.45
2024-12-18,Nizamabad,Wheat,3280.77,0.49,33.61
2024-12-19,Nizamabad,Wheat,3276.38,3.66,29.0
2024-12-20,Nizamabad,Wheat,3291.48,0.21,38.0
2024-12-21,Nizamabad,Wheat,3284.0,3.14,22.5
2024-12-22,Nizamabad,Wheat,3282.48,3.96,37.79
2024-12-23,Nizamabad,Wheat,3281.35,4.99,21.95
2024-12-24,Nizamabad,Wheat,3264.58,3.54,25.28
2024-12-25,Nizamabad,Wheat,3240.38,2.82,27.95
2024-12-26,Nizamabad,Wheat,3285.18,4.25,36.93
2024-12-27,Nizamabad,Wheat,3289.46,3.68,23.98
2024-12-28,Nizamabad,Wheat,3321.51,3.0,22.32
2024-12-29,Nizamabad,Wheat,3334.12,3.44,27.14
2024-12-30,Nizamabad,Wheat,3301.15,1.02,27.44
2024-12-31,Nizamabad,Wheat,3279.39,3.5,32.99
2025-01-01,Nizamabad,Wheat,3283.09,3.27,19.02
2025-01-02,Nizamabad,Wheat,3287.03,3.21,30.31
2025-01-03,Nizamabad,Wheat,3296.19,1.95,25.85
2025-01-04,Nizamabad,Wheat,3311.98,2.16,19.19
2025-01-05,Nizamabad,Wheat,3339.94,3.14,22.19
2025-01-06,Nizamabad,Wheat,3330.76,1.45,31.59
2025-01-07,Nizamabad,Wheat,3304.25,3.73,26.77
2025-01-08,Nizamabad,Wheat,3323.76,2.84,38.47
2025-01-09,Nizamabad,Wheat,3325.48,3.98,28.26
2025-01-10,Nizamabad,Wheat,3334.19,0.4,36.19
2025-01-11,Nizamabad,Wheat,3340.55,0.44,33.43
2025-01-12,Nizamabad,Wheat,3305.55,2.9,33.07
2025-01-13,Nizamabad,Wheat,3321.9,0.59,37.67
2025-01-14,Nizamabad,Wheat,3330.47,3.9,30.19
2025-01-15,Nizamabad,Wheat,3318.05,2.93,37.03
2025-01-16,Nizamabad,Wheat,3320.2,4.86,34.38
2025-01-17,Nizamabad,Wheat,3307.14,1.64,29.86
2025-01-18,Nizamabad,Wheat,3275.44,0.74,23.12
2025-01-19,Nizamabad,Wheat,3265.71,4.4,25.55
2025-01-20,Nizamabad,Wheat,3275.42,2.44,27.73
2025-01-21,Nizamabad,Wheat,3250.76,4.07,22.44
2025-01-22,Nizamabad,Wheat,3278.94,4.41,27.6
2025-01-23,Nizamabad,Wheat,3296.25,4.98,23.7
2025-01-24,Nizamabad,Wheat,3333.99,1.64,29.17
2025-01-25,Nizamabad,Wheat,3356.26,1.49,32.22
2025-01-26,Nizamabad,Wheat,3374.23,3.15,31.97
2025-01-27,Nizamabad,Wheat,3393.06,0.49,32.48
2025-01-28,Nizamabad,Wheat,3354.1,3.91,30.92
2025-01-29,Nizamabad,Wheat,3364.51,0.46,24.41
2025-01-30,Nizamabad,Wheat,3369.37,4.0,29.77
2025-01-31,Nizamabad,Wheat,3329.39,3.98,28.69
2025-02-01,Nizamabad,Wheat,3353.83,0.67,32.25
2025-02-02,Nizamabad,Wheat,3354.74,1.43,38.85
2025-02-03,Nizamabad,Wheat,3359.16,1.54,30.45
2025-02-04,Nizamabad,Wheat,3364.62,4.02,31.59
2025-02-05,Nizamabad,Wheat,3362.18,4.03,36.84
2025-02-06,Nizamabad,Wheat,3346.84,0.46,30.68
2025-02-07,Nizamabad,Wheat,3353.24,3.89,22.41
2025-02-08,Nizamabad,Wheat,3376.47,3.27,28.11
2025-02-09,Nizamabad,Wheat,3369.62,2.17,27.79
2025-02-10,Nizamabad,Wheat,3377.87,2.26,30.77
2025-02-11,Nizamabad,Wheat,3390.33,3.14,36.12
2025-02-12,Nizamabad,Wheat,3412.11,0.85,28.46
2025-02-13,Nizamabad,Wheat,3405.09,4.16,32.1
2025-02-14,Nizamabad,Wheat,3423.12,2.11,34.53
2025-02-15,Nizamabad,Wheat,3430.81,4.84,36.31
2025-02-16,Nizamabad,Wheat,3415.64,4.76,35.65
2025-02-17,Nizamabad,Wheat,3407.83,3.79,23.89
2025-02-18,Nizamabad,Wheat,3408.36,1.17,23.7
2025-02-19,Nizamabad,Wheat,3369.39,2.13,29.02
2025-02-20,Nizamabad,Wheat,3373.5,3.71,21.83
2025-02-21,Nizamabad,Wheat,3398.71,1.84,33.47
2025-02-22,Nizamabad,Wheat,3381.67,2.15,35.92
2025-02-23,Nizamabad,Wheat,3390.61,2.0,31.38
2025-02-24,Nizamabad,Wheat,3378.18,1.1,25.23
2025-02-25,Nizamabad,Wheat,3353.09,2.96,23.69
2025-02-26,Nizamabad,Wheat,3362.73,2.09,24.22
2025-02-27,Nizamabad,Wheat,3359.03,4.38,25.91
2025-02-28,Nizamabad,Wheat,3365.13,2.4,19.11
2025-03-01,Nizamabad,Wheat,3370.93,0.98,34.71
2025-03-02,Nizamabad,Wheat,3370.41,1.59,25.0
2025-03-03,Nizamabad,Wheat,3375.53,4.36,36.89
2025-03-04,Nizamabad,Wheat,3398.07,0.73,37.8
2025-03-05,Nizamabad,Wheat,3362.86,4.47,36.45
2025-03-06,Nizamabad,Wheat,3330.06,0.93,23.99
2025-03-07,Nizamabad,Wheat,3326.8,2.55,26.96
2025-03-08,Nizamabad,Wheat,3351.09,1.07,25.13
2025-03-09,Nizamabad,Wheat,3351.79,0.39,25.17
2025-03-10,Nizamabad,Wheat,3360.29,1.82,35.23
2025-03-11,Nizamabad,Wheat,3393.22,0.14,28.7
2025-03-12,Nizamabad,Wheat,3390.59,1.96,22.77
2025-03-13,Nizamabad,Wheat,3440.53,3.42,38.01
2025-03-14,Nizamabad,Wheat,3441.1,1.21,24.12
2025-03-15,Nizamabad,Wheat,3431.71,4.39,25.28
2025-03-16,Nizamabad,Wheat,3440.43,1.29,22.03
2025-03-17,Nizamabad,Wheat,3425.58,0.54,26.91
2025-03-18,Nizamabad,Wheat,3477.13,2.54,21.39
2025-03-19,Nizamabad,Wheat,3485.18,4.36,32.93
2025-03-20,Nizamabad,Wheat,3503.94,3.58,24.63
2025-03-21,Nizamabad,Wheat,3518.1,0.25,20.42
2025-03-22,Nizamabad,Wheat,3499.97,1.77,34.24
2025-03-23,Nizamabad,Wheat,3528.52,1.42,32.04
2025-03-24,Nizamabad,Wheat,3514.49,3.13,20.47
2025-03-25,Nizamabad,Wheat,3517.18,0.94,38.53
2025-03-26,Nizamabad,Wheat,3520.54,4.44,31.3
2025-03-27,Nizamabad,Wheat,3512.26,4.88,36.43
2025-03-28,Nizamabad,Wheat,3530.58,0.35,37.51
2025-03-29,Nizamabad,Wheat,3503.62,0.17,25.97
2025-03-30,Nizamabad,Wheat,3499.45,4.69,18.16
2025-03-31,Nizamabad,Wheat,3487.35,4.85,20.8
2025-04-01,Nizamabad,Wheat,3488.68,0.72,28.19
2025-04-02,Nizamabad,Wheat,3467.45,3.72,34.6
2025-04-03,Nizamabad,Wheat,3462.98,1.27,20.9
2025-04-04,Nizamabad,Wheat,3438.29,4.38,35.68
2025-04-05,Nizamabad,Wheat,3447.78,1.53,33.03
2025-04-06,Nizamabad,Wheat,3501.4,4.38,25.96
2025-04-07,Nizamabad,Wheat,3490.06,2.74,37.08
2025-04-08,Nizamabad,Wheat,3518.01,0.24,34.2
2025-04-09,Nizamabad,Wheat,3526.85,0.85,20.88
2025-04-10,Nizamabad,Wheat,3559.66,2.46,26.41
2025-04-11,Nizamabad,Wheat,3549.92,1.6,37.65
2025-04-12,Nizamabad,Wheat,3543.86,2.64,32.37
2025-04-13,Nizamabad,Wheat,3545.55,3.5,30.67
2025-04-14,Nizamabad,Wheat,3574.46,4.53,17.81
2025-04-15,Nizamabad,Wheat,3577.32,4.69,31.76
2025-04-16,Nizamabad,Wheat,3584.76,3.74,31.44
2025-04-17,Nizamabad,Wheat,3563.75,3.46,23.02
2025-04-18,Nizamabad,Wheat,3593.95,1.71,35.3
2025-04-19,Nizamabad,Wheat,3622.63,2.15,27.19
2025-04-20,Nizamabad,Wheat,3650.39,3.6,31.65
2025-04-21,Nizamabad,Wheat,3648.62,3.36,22.66
2025-04-22,Nizamabad,Wheat,3628.34,2.16,21.52
2025-04-23,Nizamabad,Wheat,3620.41,0.58,24.72
2025-04-24,Nizamabad,Wheat,3624.25,0.52,31.07
2025-04-25,Nizamabad,Wheat,3674.49,0.74,35.06
2025-04-26,Nizamabad,Wheat,3678.5,2.21,28.11
2025-04-27,Nizamabad,Wheat,3681.24,3.88,22.77
2025-04-28,Nizamabad,Wheat,3692.25,2.04,36.27
2025-04-29,Nizamabad,Wheat,3656.14,1.58,20.91
2025-04-30,Nizamabad,Wheat,3646.42,0.6,30.76
2025-05-01,Nizamabad,Wheat,3637.08,1.13,34.62
2025-05-02,Nizamabad,Wheat,3629.02,4.83,34.32
2025-05-03,Nizamabad,Wheat,3645.87,0.04,27.5
2025-05-04,Nizamabad,Wheat,3643.13,0.79,21.66
2025-05-05,Nizamabad,Wheat,3655.11,0.72,35.77
2025-05-06,Nizamabad,Wheat,3672.31,1.94,27.87
2025-05-07,Nizamabad,Wheat,3679.05,2.01,27.12
2025-05-08,Nizamabad,Wheat,3688.82,0.46,21.7
2025-05-09,Nizamabad,Wheat,3705.77,1.51,24.04
2025-05-10,Nizamabad,Wheat,3715.05,0.85,23.62
2025-05-11,Nizamabad,Wheat,3750.13,2.0,20.79
2025-05-12,Nizamabad,Wheat,3737.66,4.04,23.81
2025-05-13,Nizamabad,Wheat,3771.71,2.4,27.48
2025-05-14,Nizamabad,Wheat,3808.69,3.72,23.57
2025-05-15,Nizamabad,Wheat,3801.63,2.87,29.84
2025-05-16,Nizamabad,Wheat,3835.01,3.02,24.92
2025-05-17,Nizamabad,Wheat,3849.84,1.69,20.5
2025-05-18,Nizamabad,Wheat,3860.24,4.66,24.53
2025-05-19,Nizamabad,Wheat,3858.31,0.27,34.35
2025-05-20,Nizamabad,Wheat,3849.8,3.22,32.77
2025-05-21,Nizamabad,Wheat,3866.22,0.59,21.04
2025-05-22,Nizamabad,Wheat,3891.15,2.56,36.04
2025-05-23,Nizamabad,Wheat,3925.24,1.14,31.92
2025-05-24,Nizamabad,Wheat,3942.65,0.74,29.84
2025-05-25,Nizamabad,Wheat,3945.89,2.34,36.19
2025-05-26,Nizamabad,Wheat,3955.14,2.59,30.49
2025-05-27,Nizamabad,Wheat,3964.59,2.11,29.8
2025-05-28,Nizamabad,Wheat,3945.18,3.76,31.82
2025-05-29,Nizamabad,Wheat,3947.0,0.8,30.11
2025-05-30,Nizamabad,Wheat,3941.18,2.47,29.22
2025-05-31,Nizamabad,Wheat,3967.38,4.18,27.87
2025-06-01,Nizamabad,Wheat,3941.78,6.07,21.4
2025-06-02,Nizamabad,Wheat,3942.12,4.32,37.4
2025-06-03,Nizamabad,Wheat,3962.01,17.13,18.28
2025-06-04,Nizamabad,Wheat,4002.32,16.31,26.8
2025-06-05,Nizamabad,Wheat,4000.03,18.23,13.96
2025-06-06,Nizamabad,Wheat,3991.95,13.26,32.29
2025-06-07,Nizamabad,Wheat,4021.44,6.85,19.13
2025-06-08,Nizamabad,Wheat,4010.12,4.79,34.12
2025-06-09,Nizamabad,Wheat,4038.03,8.29,32.13
2025-06-10,Nizamabad,Wheat,4063.51,11.36,33.23
2025-06-11,Nizamabad,Wheat,4058.88,4.78,30.4
2025-06-12,Nizamabad,Wheat,4044.99,6.85,22.23
2025-06-13,Nizamabad,Wheat,4023.46,18.38,14.29
2025-06-14,Nizamabad,Wheat,4017.52,0.63,29.54
2025-06-15,Nizamabad,Wheat,4024.35,17.31,14.8
2025-06-16,Nizamabad,Wheat,4041.78,0.02,29.58
2025-06-17,Nizamabad,Wheat,4078.89,17.35,29.74
2025-06-18,Nizamabad,Wheat,4065.04,3.67,30.83
2025-06-19,Nizamabad,Wheat,4064.31,5.34,32.17
2025-06-20,Nizamabad,Wheat,4063.69,2.46,24.3
2025-06-21,Nizamabad,Wheat,4074.52,1.45,34.21
2025-06-22,Nizamabad,Wheat,4068.63,13.8,27.93
2025-06-23,Nizamabad,Wheat,4059.42,3.88,26.51
2025-06-24,Nizamabad,Wheat,4048.06,17.98,18.29
2025-06-25,Nizamabad,Wheat,4052.73,18.0,25.46
2025-06-26,Nizamabad,Wheat,4044.03,2.14,23.17
2025-06-27,Nizamabad,Wheat,4042.24,13.08,17.4
2025-06-28,Nizamabad,Wheat,4075.04,10.97,30.33
2025-06-29,Nizamabad,Wheat,4072.89,4.12,22.64
2025-06-30,Nizamabad,Wheat,4062.31,4.17,29.49
2025-07-01,Nizamabad,Wheat,4089.63,11.96,16.68
2025-07-02,Nizamabad,Wheat,4098.94,0.99,36.9
2025-07-03,Nizamabad,Wheat,4078.17,10.53,27.74
2025-07-04,Nizamabad,Wheat,4082.22,6.1,18.61
2025-07-05,Nizamabad,Wheat,4116.9,0.8,37.92
2025-07-06,Nizamabad,Wheat,4121.08,12.38,24.47
2025-07-07,Nizamabad,Wheat,4097.0,10.95,24.94
2025-07-08,Nizamabad,Wheat,4060.87,6.27,19.0
2025-07-09,Nizamabad,Wheat,4076.91,1.2,34.47
2025-07-10,Nizamabad,Wheat,4104.25,8.97,34.48
2025-07-11,Nizamabad,Wheat,4078.94,6.5,29.21
2025-07-12,Nizamabad,Wheat,4099.58,5.26,25.27
2025-07-13,Nizamabad,Wheat,4094.09,10.07,25.52
2025-07-14,Nizamabad,Wheat,4105.24,12.69,17.95
2025-07-15,Nizamabad,Wheat,4096.65,0.88,33.62
2025-07-16,Nizamabad,Wheat,4088.25,17.29,30.62
2025-07-17,Nizamabad,Wheat,4093.22,7.77,29.16
2025-07-18,Nizamabad,Wheat,4106.72,0.98,27.72
2025-07-19,Nizamabad,Wheat,4094.7,13.44,21.04
2025-07-20,Nizamabad,Wheat,4086.81,0.01,37.47
2025-07-21,Nizamabad,Wheat,4126.89,4.12,35.41
2025-07-22,Nizamabad,Wheat,4130.27,12.35,15.29
2025-07-23,Nizamabad,Wheat,4167.92,7.91,24.53
2025-07-24,Nizamabad,Wheat,4160.29,13.17,22.19
2025-07-25,Nizamabad,Wheat,4109.45,3.31,24.01
2025-07-26,Nizamabad,Wheat,4122.56,19.46,22.25
2025-07-27,Nizamabad,Wheat,4089.38,8.88,15.9
2025-07-28,Nizamabad,Wheat,4078.77,12.67,23.92
2025-07-29,Nizamabad,Wheat,4071.21,7.56,21.94
2025-07-30,Nizamabad,Wheat,4054.32,19.95,12.82
2025-07-31,Nizamabad,Wheat,4039.74,16.19,17.57
2025-08-01,Nizamabad,Wheat,4042.1,14.88,18.6
2025-08-02,Nizamabad,Wheat,4007.42,2.34,35.07
2025-08-03,Nizamabad,Wheat,3967.66,17.43,24.71
2025-08-04,Nizamabad,Wheat,3973.25,3.92,27.52
2025-08-05,Nizamabad,Wheat,3958.33,0.99,33.88
2025-08-06,Nizamabad,Wheat,3972.2,1.89,31.11
2025-08-07,Nizamabad,Wheat,3928.56,3.16,31.51
2025-08-08,Nizamabad,Wheat,3934.05,14.22,32.52
2025-08-09,Nizamabad,Wheat,3914.32,16.48,17.22
2025-08-10,Nizamabad,Wheat,3924.87,17.01,24.64
2025-08-11,Nizamabad,Wheat,3921.15,17.67,15.32
2025-08-12,Nizamabad,Wheat,3956.33,2.91,23.73
2025-08-13,Nizamabad,Wheat,3957.34,17.09,13.2
2025-08-14,Nizamabad,Wheat,3911.67,1.07,36.92
2025-08-15,Nizamabad,Wheat,3899.11,9.48,22.67
2025-08-16,Nizamabad,Wheat,3953.05,11.68,17.14
